year,round,weather,weatherWarm,weatherCold,weatherDry,weatherWet,weatherCloudy
2012,6,"Fine and Dry, showers threatening at end[2] Air Temp 21 °C (70 °F)[2]  Track Temp 38 °C (100 °F) dropping to 31 °C (88 °F)[2]",1,0,1,1,0
2012,7,"Fine, dry and warm;[2] with air temperature approaching 29 °C (84 °F)[2]  Track Temp 45 °C (113 °F) dropping to 39 °C (102 °F)[2]",1,0,1,0,0
2012,8,Fine and Dry[2] Air Temp 27 °C (81 °F)[2]  Track Temp 45 °C (113 °F)[2],1,0,1,0,0
2012,9,DryAir Temp 20 °C (68 °F)[2]Track Temp 31 °C (88 °F)[2],0,0,1,0,0
2012,10,Fine and Dry[2] Air Temp 22 °C (72 °F)[2]  Track Temp 30 °C (86 °F)[2],1,0,1,0,0
2012,11,Fine and Dry. Very Hot[2][3] Air Temp 30 °C (86 °F)[3]  Track Temp 45 °C (113 °F)[3],1,0,1,0,0
2012,12,Fine and Dry[4] Air Temp 23 °C (73 °F)[4]  Track Temp 33 °C (91 °F)[4],1,0,1,0,0
2012,13,Dry and sizzlingly sunny[2] Air temp 28 °C (82 °F)[2]  Track temp 40 °C (104 °F)[2],1,0,1,0,0
2012,14,Hot and humid[2]Air Temp 29 °C (84 °F)[2]Track Temp 31 °C (88 °F)[2],1,0,0,0,0
2012,15,Fine and Dry[2] Air Temp 23 °C (73 °F)[2]  Track Temp 32 °C (90 °F)[2],1,0,1,0,0
2012,16,Fine and Dry[3] Air Temp 21 °C (70 °F)[3]  Track Temp 27 °C (81 °F) dropping to 23 °C (73 °F)[3],1,0,1,0,0
2012,17,"Fine, Dry, a little hazy and a little dusty[2] Air Temp 30 °C (86 °F)[2]  Track Temp 36 °C (97 °F) dropping to 31 °C (88 °F)[2]",1,0,1,0,0
2012,18,Dry[2] Air Temp 29 °C (84 °F)[2]  Track Temp 34 °C (93 °F) dropping to 29 °C (84 °F)[2],0,0,1,0,0
2012,19,Scattered clouds[2][3]Air temp 24 °C (75 °F)[3]Track temp 32 °C (90 °F)[3],0,0,0,0,1
2012,20,"Race start: drops of rain, light rain shower getting heavier at the end.[2] Air Temp 19 °C (66 °F)[2]  Track Temp 21 °C (70 °F)[2]",0,0,0,1,0
2013,1,"Scattered Clouds, Fine and Dry[2] Air Temp 18 °C (64 °F)[2]  Track Temp 25 °C (77 °F) dropping to 19 °C (66 °F)[2]",1,0,1,0,1
2013,2,Light rain clearing to cloudy and dry,1,0,1,1,1
2013,3,Cloudy,0,0,0,0,1
2013,4,Sunny,1,0,0,0,0
2013,5,Sunny,1,0,0,0,0
2013,6,Warm and sunny,1,0,0,0,0
2013,7,Mild with temperatures approaching 23 °C (73 °F); wind speeds up to 15 kilometres per hour (9.3 mph)[2],1,0,0,0,0
2013,8,Dry,0,0,1,0,0
2013,9,Sunny,1,0,0,0,0
2013,10,"Very hot and sunny, 35 °C.",1,0,0,0,0
2013,11,Cloudy,0,0,0,0,1
2013,12,Cloudy,0,0,0,0,1
2013,13,Dry and 29 degrees,0,0,1,0,0
2013,14,Cloudy with maximum temperatures reaching 29 degrees during the day,0,0,0,0,1
2013,15,Warm and sunny,1,0,0,0,0
2013,16,"Sunny, haze",1,0,0,0,0
2013,17,Clear,1,0,0,0,0
2013,18,"Partly cloudy, warmTemperatures reaching up to 89.1 °F (31.7 °C); wind speeds approaching speeds of 11.1 miles per hour (17.9 km/h)[2]",1,0,0,0,1
2013,19,"Cloudy, Air Temp: 18°C",0,0,0,0,1
2014,1,"Overcast, 19 °C(66 °F)",0,0,0,0,1
2014,2,"Dry, 32°C",0,0,1,0,0
2014,3,Dry,0,0,1,0,0
2014,4,"Mostly cloudy, dry",0,0,1,0,1
2014,5,Sunny,1,0,0,0,0
2014,6,"Overcast, Air: 20 to 21 °C (68 to 70 °F), Track: 28 to 30 °C (82 to 86 °F).",0,0,0,0,1
2014,7,Temperatures up to 27.6 °C (81.7 °F); wind speeds up to 16.4 kilometres per hour (10.2 mph)[5],0,0,0,0,0
2014,8,"Partially cloudy, hot and dry",1,0,1,0,1
2014,9,Mostly cloudy with maximum temperatures reaching 21 degrees during the day.,0,0,0,0,1
2014,10,Cloudy with maximum temperatures reaching 26 degrees during the day.,0,0,0,0,1
2014,11,"Overcast. Wet track at start, then drying.Scattered thunderstorms during the day, temperatures reaching a maximum of 26 degrees.[1]",0,0,1,1,1
2014,12,Mostly cloudy,0,0,0,0,1
2014,13,"Sunny; Air: 25 °C (77 °F), Track: 37 to 42 °C (99 to 108 °F)",1,0,0,0,0
2014,14,Clear. Air: 28 to 30 °C (82 to 86 °F) Track: 33 to 37 °C (91 to 99 °F).,1,0,0,0,0
2014,15,Rain. Air: 20 °C (68 °F) Track: 24 °C (75 °F),0,0,0,1,0
2014,16,"Fine and dry;21 °C (70 °F) ambient temperature,33 °C (91 °F) track temperature[4]",1,0,1,0,0
2014,17,Sunny,1,0,0,0,0
2014,18,"Sunny, Air: 23 to 24 °C (73 to 75 °F), Track: 46 to 50 °C (115 to 122 °F)",1,0,0,0,0
2014,19,"Clear skies; Air temp: 30 °C (86 °F) during the day, dropping to 24 °C (75.2 °F). Wind speed: 8 km/h (4.9 mph).[2] (Night race)",1,0,0,0,0
2015,6,Partly cloudy18–19 °C (64–66 °F) air temperature31–37 °C (88–99 °F) track temperature1.5 m/s (4.9 ft/s) wind from the west[2],0,0,0,0,1
2015,7,Sunny20–21 °C (68–70 °F) air temperature39 °C (102 °F) track temperature4 m/s (13 ft/s) wind from the north[2],1,0,0,0,0
2015,4,"Sunny, clear24–26 °C (75–79 °F) air temperature28–31 °C (82–88 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[1]",1,0,0,0,0
2015,5,Sunny25 °C (77 °F) air temperature44 °C (111 °F) track temperature1.8 m/s (5.9 ft/s) wind from the northeast[3],1,0,0,0,0
2015,3,Sunny21 °C (70 °F) air temperature46 °C (115 °F) track temperature1.4 m/s (4.6 ft/s) wind from the northwest[1],1,0,0,0,0
2015,1,Partly cloudy17–18 °C (63–64 °F) air temperature32–37 °C (90–99 °F) track temperature6 m/s (20 ft/s) wind from the south[3],0,0,0,0,1
2015,2,Sunny32–33 °C (90–91 °F) air temperature53–58 °C (127–136 °F) track temperature2 m/s (6.6 ft/s) wind from the south[3],1,0,0,0,0
2015,8,Cloudy14–15 °C (57–59 °F) air temperature27–32 °C (81–90 °F) track temperature2 m/s (6.6 ft/s) wind from the west[2],0,0,0,0,1
2015,9,"Cloudy, rain at times17–20 °C (63–68 °F) air temperature24–32 °C (75–90 °F) track temperature2.5 m/s (8.2 ft/s) wind from the east[2]",0,0,0,1,1
2015,10,Sunny22–24 °C (72–75 °F) air temperature41–48 °C (106–118 °F) track temperature3.2 m/s (10 ft/s) wind from the east[2],1,0,0,0,0
2015,11,Cloudy23 °C (73 °F) air temperature33–37 °C (91–99 °F) track temperature3.5 m/s (11 ft/s) wind from the northwest[2],0,0,0,0,1
2015,12,Partly cloudy22–23 °C (72–73 °F) air temperature38–39 °C (100–102 °F) track temperature1.5 m/s (4.9 ft/s) wind from changing directions[2],0,0,0,0,1
2015,13,Dry28–29 °C (82–84 °F) air temperature34–36 °C (93–97 °F) track temperature0.5 m/s (1.6 ft/s) wind from the west[2],0,0,1,0,0
2015,14,Partly cloudy27 °C (81 °F) air temperature52–54 °C (126–129 °F) track temperature4.5 m/s (15 ft/s) wind from the east[2],0,0,0,0,1
2015,15,Partly cloudy18 °C (64 °F) air temperature25–27 °C (77–81 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[2],0,0,0,0,1
2015,16,Very cloudy17 °C (63 °F) air temperature17–20 °C (63–68 °F) track temperature8 m/s (26 ft/s) wind from the south[2],0,0,0,0,1
2015,17,Partly cloudy22–24 °C (72–75 °F) air temperature48–56 °C (118–133 °F) track temperature1.5 m/s (4.9 ft/s) wind from the northwest[2],0,0,0,0,1
2015,18,Dry22–28 °C (72–82 °F) air temperature38–48 °C (100–118 °F) track temperature2.5 m/s (8.2 ft/s) wind from the north[2],0,0,1,0,0
2015,19,Clear25–27 °C (77–81 °F) air temperature28–29 °C (82–84 °F) track temperature1.5 m/s (4.9 ft/s) wind from the south[3],1,0,0,0,0
2016,1,Partly cloudy22–23 °C (72–73 °F) air temperature26–36 °C (79–97 °F) track temperature4 m/s (8.9 mph; 14 km/h) wind from the south[4],0,0,0,0,1
2016,2,Dry21–22 °C (70–72 °F) air temperature26–29 °C (79–84 °F) track temperature2 m/s (6.6 ft/s) wind from the southwest[4],0,0,1,0,0
2016,3,Sunny21 °C (70 °F) air temperature37 °C (99 °F) track temperature4.8 m/s (16 ft/s) wind from the northeast[4],1,0,0,0,0
2016,4,Partly cloudy16 °C (61 °F) air temperature37–41 °C (99–106 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southwest[4],0,0,0,0,1
2016,5,Partly cloudy20–22 °C (68–72 °F) air temperature39–41 °C (102–106 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4],0,0,0,0,1
2016,6,"Rainy at start, dry later17–18 °C (63–64 °F) air temperature20–22 °C (68–72 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4]",0,0,1,1,0
2016,7,Cloudy12 °C (54 °F) air temperature21–23 °C (70–73 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4],0,0,0,0,1
2016,8,Partly cloudy30–33 °C (86–91 °F) air temperature39–45 °C (102–113 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4],0,0,0,0,1
2016,9,Cloudy,0,0,0,0,1
2016,10,"Wet at start, dry later",0,0,1,1,0
2016,11,Sunny,1,0,0,0,0
2016,12,Partially cloudy and dry,0,0,1,0,1
2016,13,Partially cloudy and dry,0,0,1,0,1
2016,14,"Sunny, warm",1,0,0,0,0
2016,15,Clear30 °C (86 °F) air temperature34–35 °C (93–95 °F) track temperature1.5 m/s (4.9 ft/s) wind from the east[2],1,0,0,0,0
2016,16,Sunny33 °C (91 °F) air temperature49 °C (120 °F) track temperature2.8 m/s (9.2 ft/s) wind from the west[2],1,0,0,0,0
2016,17,Cloudy,0,0,0,0,1
2016,18,Sunny and hot with temperatures reaching up to 84 °F (29 °C); wind speeds approaching speeds of 9.2 miles per hour (14.8 km/h)[2],1,0,0,0,0
2016,19,Sunny,1,0,0,0,0
2016,20,Rain and 16 °C (60.8 °F),0,0,0,1,0
2016,21,Sunny,1,0,0,0,0
2017,1,Partly cloudy24 °C (75 °F) air temperature31–36 °C (88–97 °F) track temperature2 m/s (4.5 mph; 7.2 km/h) wind from the northwest[3],0,0,0,0,1
2017,2,"Light rain at start, drying later.",0,0,1,1,0
2017,3,Clear,1,0,0,0,0
2017,4,Sunny,1,0,0,0,0
2017,5,Sunny,1,0,0,0,0
2017,6,Sunny,1,0,0,0,0
2017,7,Sunny and hot with temperatures reaching up to 29 °C (84 °F); wind speeds reaching 12.9 kilometres per hour (8.0 mph)[4],1,0,0,0,0
2017,8,Sunny,1,0,0,0,0
2017,9,Partly cloudy,0,0,0,0,1
2017,10,Overcast,0,0,0,0,1
2017,11,Sunny,1,0,0,0,0
2017,12,Partially cloudy and dry,0,0,1,0,1
2017,13,Sunny,1,0,0,0,0
2017,14,"Wet at start, then drying. Air temperature: 28°C (82°F)",0,0,1,1,0
2017,15,Cloudy,0,0,0,0,1
2017,16,Sunny,1,0,0,0,0
2017,17,Sunny with temperatures reaching up to 82.9 °F (28.3 °C); wind speeds approaching speeds of 13.8 miles per hour (22.2 km/h)[4],1,0,0,0,0
2017,18,"Sunny, dry",1,0,1,0,0
2017,19,Sunny,1,0,0,0,0
2017,20,Clear,1,0,0,0,0
2018,1,Sunny,1,0,0,0,0
2018,2,Clear,1,0,0,0,0
2018,3,Sunny,1,0,0,0,0
2018,4,Cloudy,0,0,0,0,1
2018,5,"Partially cloudy and dry, 16°C and cold.",0,1,1,0,1
2018,6,Sunny,1,0,0,0,0
2018,7,Temperatures reaching up to 22.7 °C (72.9 °F); with wind speeds reaching 11.1 kilometres per hour (6.9 mph)[2],0,0,0,0,0
2018,8,"Partially cloudy, warm and dry",1,0,1,0,1
2018,9,Sunny,1,0,0,0,0
2018,10,Sunny 27.0 °C (80.6 °F)[2],1,0,0,0,0
2018,11,Overcast with intermittent rain,0,0,0,1,1
2018,12,Sunny,1,0,0,0,0
2018,13,Cloudy,0,0,0,0,1
2018,14,Sunny,1,0,0,0,0
2018,15,Clear,1,0,0,0,0
2018,16,Cloudy,0,0,0,0,1
2018,17,Partly cloudy,0,0,0,0,1
2018,18,Partly cloudy,0,0,0,0,1
2018,19,Sunny,1,0,0,0,0
2018,20,Cloudy,0,0,0,0,1
2018,21,Clear,1,0,0,0,0
2019,1,Sunny,1,0,0,0,0
2019,2,Clear,1,0,0,0,0
2019,3,Partly cloudy,0,0,0,0,1
2019,4,Mostly sunny,1,0,0,0,0
2019,5,Sunny,1,0,0,0,0
2019,6,Overcast,0,0,0,0,1
2019,7,Temperatures reaching up to 29.6 °C (85.3 °F); wind speeds negligible[2],0,0,0,0,0
2019,8,Clear,1,0,0,0,0
2019,9,"Sunny, 36C (97F)",1,0,0,0,0
2019,10,Partly cloudy,0,0,0,0,1
2019,11,"Early rain, Late clouds",0,0,0,1,1
2019,12,Sunny,1,0,0,0,0
2019,13,Partly cloudy,0,0,0,0,1
2019,14,Partly cloudy,0,0,0,0,1
2019,15,Slightly hazy,0,0,0,0,0
2019,16,Partly cloudy,0,0,0,0,1
2019,17,Sunny,1,0,0,0,0
2019,18,Partly cloudy,0,0,0,0,1
2019,19,Sunny,1,0,0,0,0
2019,20,Sunny,1,0,0,0,0
2019,21,Clear,1,0,0,0,0
2020,1,Sunny,1,0,0,0,0
2020,2,Sunny,1,0,0,0,0
2020,3,"Wet at start, partly cloudy",0,0,0,1,1
2020,4,Partly cloudy,0,0,0,0,1
2020,5,Sunny,1,0,0,0,0
2020,6,Partly cloudy,0,0,0,0,1
2020,7,Partly cloudy,0,0,0,0,1
2020,8,Sunny,1,0,0,0,0
2020,9,Sunny,1,0,0,0,0
2020,10,Sunny,1,0,0,0,0
2020,11,"Partly cloudy, 10 °C (50 °F)",0,0,0,0,1
2020,12,Cloudy,0,0,0,0,1
2020,13,Partly cloudy,0,0,0,0,1
2020,14,Overcast. Wet and drying track. Air: 11–14 °C (52–57 °F); Track: 14–17 °C (57–63 °F),0,0,1,1,1
2020,15,Clear,1,0,0,0,0
2020,16,Clear,1,0,0,0,0
2020,17,Clear,1,0,0,0,0
2021,2,"Wet at start, drying during race, 9 °C (48 °F)",0,0,1,1,0
2022,1,Clear,1,0,0,0,0
2021,1,"Clear, 21 °C (70 °F)",1,0,0,0,0
2021,20,Clear,1,0,0,0,0
2021,3,Light cloud,0,0,0,0,1
2021,4,Cloudy,0,0,0,0,1
2021,5,Sunny,1,0,0,0,0
2021,6,Sunny,1,0,0,0,0
2021,8,Partly cloudy. Ambient temperature: 25 to 29 °C (77 to 84 °F); Surface temperature: 48 to 56 °C (118 to 133 °F),0,0,0,0,1
2021,7,Windy and partly cloudy. Ambient temperature: 24 to 27 °C (75 to 81 °F); Surface temperature: 33 to 38 °C (91 to 100 °F),0,0,0,0,1
2021,9,Partly cloudy,0,0,0,0,1
2021,10,Clear. Ambient: 29 to 31 °C (84 to 88 °F); Surface: 48 to 52 °C (118 to 126 °F),1,0,0,0,0
2021,11,Rain and sunny. Ambient: 26 to 29 °C (79 to 84 °F); Surface: 31 to 52 °C (88 to 126 °F).[3],1,0,0,1,0
2021,12,Wet; persistent rain,0,0,0,1,0
2021,13,Sunny,1,0,0,0,0
2021,14,Sunny,1,0,0,0,0
2021,15,Cloudy and rainy,0,0,0,1,1
2021,16,Overcast with intermittent rain,0,0,0,1,1
2021,17,Sunny,1,0,0,0,0
2021,18,Sunny,1,0,0,0,0
2021,19,Sunny,1,0,0,0,0
2021,21,Clear,1,0,0,0,0
2021,22,Clear,1,0,0,0,0
2022,2,Clear,1,0,0,0,0
2022,3,Partly cloudy,0,0,0,0,1
2022,4,Cloudy in a wet and drying track[2],0,0,1,1,1
2022,5,"Warm, partly cloudy",1,0,0,0,1
2022,6,Sunny,1,0,0,0,0
2022,7,Rain and partly cloudy in wet-and-drying track conditions,0,0,1,1,1
2022,8,Sunny,1,0,0,0,0
2022,9,Sunny,1,0,0,0,0
2022,10,Partly cloudy,0,0,0,0,1
2022,11,Partly cloudy,0,0,0,0,1
2022,12,Sunny,1,0,0,0,0
2022,13,"Overcast with drizzle throughout, light rain at the end",0,0,0,1,1
2022,14,Sunny,1,0,0,0,0
2022,15,Partly cloudy,0,0,0,0,1
2022,16,Sunny,1,0,0,0,0
2022,17,Partly cloudy in a wet and drying track,0,0,1,1,1
2022,18,Rain,0,0,0,1,0
2022,19,Partly cloudy,0,0,0,0,1
2022,20,Partly cloudy,0,0,0,0,1
2022,21,Cloudy,0,0,0,0,1
2022,22,Clear,1,0,0,0,0
2023,1,Clear,1,0,0,0,0
2023,2,Clear,1,0,0,0,0
2023,3,Sunny,1,0,0,0,0
2023,4,Partly cloudy,0,0,0,0,1
2023,5,Partly cloudy,0,0,0,0,1
2023,6,"Cloudy, with some rain intervals",0,0,0,1,1
2023,7,Cloudy,0,0,0,0,1
2023,8,Partly cloudy,0,0,0,0,1
2023,9,Cloudy,0,0,0,0,1
2023,10,Partly cloudy,0,0,0,0,1
2023,11,Sunny,1,0,0,0,0
2023,12,"Partly cloudy, with a rain interval",0,0,0,1,1
2023,13,Cloudy and rainy,0,0,0,1,1
2023,14,Sunny,1,0,0,0,0
2023,15,Clear,1,0,0,0,0
2023,16,Sunny,1,0,0,0,0
2023,17,Clear,1,0,0,0,0
2023,18,Sunny,1,0,0,0,0
2023,19,Sunny,1,0,0,0,0
2023,20,Partly cloudy,0,0,0,0,1
2023,21,Clear,1,0,0,0,0
2023,22,Clear,1,0,0,0,0
